Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
37,LAL,Frankie King,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0,0.025
38,MIL,Rashard Griffith,,,,,,,,,
39,CLE,Donny Marshall,0.321,0.336,0.681,7.7,2.5,1,0.3,0.9,0.045
40,GSW,Dwayne Whitfield,0.433,,0.636,15.3,5,3.1,0.3,0,0.01
41,HOU,Erik Meek,,,,,,,,,
42,ATL,Donnie Boyce,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064
43,MIL,Eric Snow,0.424,0.208,0.763,27.3,6.8,2.5,5,43.4,0.09
44,DEN,Anthony Pelle,,,,,,,,,
45,ATL,Troy Brown,,,,,,,,,
46,MIA,George Banks,,,,,,,,,
47,SAC,Tyus Edney,0.405,0.322,0.806,21,7.6,1.7,4,6.8,0.068
48,MIN,Mark Davis,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03
49,MIN,Jerome Allen,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006
50,GSW,Martin Lewis,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026
51,SAC,Dejan Bodiroga,,,,,,,,,
52,IND,Fred Hoiberg,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133
53,LAC,Constantin Popa,,,,,,,,,
54,SEA,Aurelijius Zukauskas,,,,,,,,,
55,GSW,Michael McDonald,,,,4,0,1,0,-0.1,-0.638
56,PHO,Chris Carr,0.416,0.338,0.807,15.2,6.7,2.2,1,3.9,0.042
57,ATL,Cuonzo Martin,0.25,0.6,0,4.6,1.3,0.4,0.4,-0.1,-0.151
58,DET,Don Reid,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123
1,PHI,Allen Iverson,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126
2,TOR,Marcus Camby,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137
3,VAN,Shareef Abdur-Rahim,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118
4,MIL,Stephon Marbury,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117
5,MIN,Ray Allen,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15
6,BOS,Antoine Walker,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058
7,LAC,Lorenzen Wright,0.459,0.069,0.645,23.8,8,6.4,0.8,30.5,0.079
8,NJN,Kerry Kittles,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127
9,DAL,Samaki Walker,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089
10,IND,Erick Dampier,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105
11,GSW,Todd Fuller,0.422,0,0.668,11.1,3.7,3,0.2,2.2,0.041
12,CLE,Vitaly Potapenko,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064
13,CHH,Kobe Bryant,0.453,0.335,0.838,36.6,25.5,5.3,4.8,173.1,0.181
14,SAC,Peja Stojakovic,0.45,0.401,0.895,33.5,17,4.7,1.8,82.6,0.147
15,PHO,Steve Nash,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164
16,CHH,Tony Delk,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08
17,POR,Jermaine O'Neal,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66,0.116
18,NYK,John Wallace,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05
19,NYK,Walter McCarty,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064
20,CLE,Zydrunas Ilgauskas,0.476,0.31,0.78,27.2,13,7.3,1.1,66.3,0.139
21,NYK,Dontae' Jones,0.333,0.261,,6.1,2.9,0.6,0.3,-0.3,-0.175
22,VAN,Roy Rogers,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035
23,DEN,Efthimi Rentzias,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058
24,LAL,Derek Fisher,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091
25,UTA,Martin Muursepp,0.425,0.323,0.693,11.5,4.7,2.2,0.6,2,0.1
26,DET,Jerome Williams,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143
27,ORL,Brian Evans,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076
28,ATL,Priest Lauderdale,0.472,0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074
29,CHI,Travis Knight,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083
30,HOU,Othella Harrington,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08
31,PHI,Mark Hendrickson,0.416,0.167,0.803,13.2,3.3,2.8,0.6,2.1,0.067
32,PHI,Ryan Minor,,,,,,,,,
33,MIL,Moochie Norris,0.401,0.286,0.74,17.2,5.1,2,2.8,10,0.063
34,DAL,Shawn Harvey,,,,,,,,,
35,SEA,Joseph Blair,,,,,,,,,
36,LAC,Doron Sheffer,,,,,,,,,
37,DEN,Jeff McInnis,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07
38,BOS,Steve Hamer,0.526,0,0.552,7.7,2.2,1.7,0.2,0.2,0.031
39,PHO,Russ Millard,,,,,,,,,
40,GSW,Marcus Mann,,,,,,,,,
41,SAC,Jason Sasser,0.412,0.333,0.5,7.7,2.1,1.1,0.3,0,-0.014
42,HOU,Randy Livingston,0.406,0.351,0.771,13.2,3.8,1.4,2,2.3,0.041
43,PHO,Ben Davis,0.356,,0.462,3.9,1.4,1.3,0.1,0.1,0.04
44,CHH,Malik Rose,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095
45,SEA,Joe Vogel,,,,,,,,,
46,POR,Marcus Brown,0.381,0.333,0.714,8.5,3.4,0.8,0.9,0.3,0.066
47,SEA,Ron Riley,,,,,,,,,
48,PHI,Jamie Feick,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091
49,ORL,Amal McCaskill,0.377,0,0.609,8.5,1.8,1.9,0.3,0.5,0.024
50,HOU,Terrell Bell,,,,,,,,,
51,VAN,Chris Robinson,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,-0.003
52,IND,Mark Pope,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038
53,MIL,Jeff Nordgaard,0.278,,0.889,3.7,1.4,1.1,0.2,0,0.043
54,UTA,Shandon Anderson,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071
55,WSB,Ronnie Henderson,,,,,,,,,
56,CLE,Reggie Geary,0.344,0.328,0.493,9.2,2.1,0.8,1.1,0.6,0.032
57,SEA,Drew Barry,0.417,0.381,0.774,10,2.2,1.1,1.9,0.6,0.051
58,DAL,Darnell Robinson,,,,,,,,, 
1,SAS,Tim Duncan,0.506,0.176,0.695,34.8,19.8,11.1,3.1,192.2,0.211
2,PHI,Keith Van Horn,0.443,0.361,0.835,31.6,16,6.8,1.6,41.7,0.11
3,BOS,Chauncey Billups,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176
4,VAN,Antonio Daniels,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47,0.115
5,DEN,Tony Battie,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099
6,BOS,Ron Mercer,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034
7,NJN,Tim Thomas,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079
8,GSW,Adonal Foyle,0.477,0,0.499,17.8,4.1,4.7,0.5,18.7,0.069
9,TOR,Tracy McGrady,0.435,0.338,0.746,32.7,19.6,5.6,4.4,97.3,0.152
10,MIL,Danny Fortson,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,0.121
11,SAC,Tariq Abdul-Wahad,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035
12,IND,Austin Croshere,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115
13,CLE,Derek Anderson,0.408,0.341,0.853,29.2,12,3.2,3.4,43.9,0.117
14,LAC,Maurice Taylor,0.466,0.152,0.711,25,11,4.6,1.2,9.9,0.036
15,DAL,Kelvin Cato,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129
16,CLE,Brevin Knight,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086
17,ORL,Johnny Taylor,0.402,0.394,0.718,16,4.7,2.2,0.5,0.1,0.007
18,POR,Chris Anstey,0.413,0.138,0.755,13.9,5.2,3.4,0.8,2.8,0.062
19,DET,Scot Pollard,0.494,0,0.709,16.5,4.4,4.6,0.4,26.6,0.153
20,MIN,Paul Grant,0.448,,0.375,6.9,1.8,1.1,0.2,-0.1,-0.043
21,NJN,Anthony Parker,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085
22,ATL,Ed Gray,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0.1,0.009
23,SEA,Bobby Jackson,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09
24,HOU,Rodrick Rhodes,0.347,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064
25,NYK,John Thomas,0.502,0,0.591,10.8,2.7,2.1,0.3,3.2,0.067
26,MIA,Charles Smith,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036
27,UTA,Jacque Vaughn,0.429,0.352,0.779,16.3,4.5,1.3,2.5,15.4,0.058
28,CHI,Keith Booth,0.325,0.091,0.563,10,2.9,2.2,0.9,-0.8,-0.08
29,HOU,Serge Zwikker,,,,,,,,,
30,MIA,Mark Sanford,,,,,,,,,
31,DET,Charles O'Bannon,0.4,0,0.87,8.3,2.5,1.4,0.6,0.6,0.07
32,DEN,James Cotton,0.359,0,0.778,4.8,2.6,0.8,0,0,0.008
33,PHI,Marko Milic,0.56,0.429,0.647,4.9,2.5,0.7,0.3,0.2,0.047
34,DAL,Bubba Wells,0.414,0.167,0.721,10.1,3.3,1.7,0.9,0.1,0.013
35,PHI,Kebu Stewart,0.462,,0.64,7.3,2.7,2.1,0.1,0.2,0.098
36,PHI,James Collins,0.382,0.45,0.571,4.5,2.6,0.6,0.1,0,0.008
37,GSW,Marc Jackson,0.446,0.226,0.814,19.6,8.4,4.3,0.8,13,0.082
38,MIL,Jerald Honeycutt,0.391,0.362,0.632,11.7,5.1,1.9,0.7,0.3,0.02
39,SAC,Anthony Johnson,0.414,0.356,0.745,19.6,5.6,1.7,2.9,23.2,0.072
40,SEA,Eddie Elisma,,,,,,,,,
41,DEN,Jason Lawson,0.6,,0.8,4.7,1.5,1.6,0.3,0.5,0.28
42,PHO,Stephen Jackson,0.414,0.333,0.798,31.9,15.1,3.9,3.1,36.1,0.063
43,MIN,Gordon Malone,,,,,,,,,
44,CLE,Cedric Henderson,0.436,0.14,0.715,23.8,7.3,2.9,1.6,3.3,0.026
45,WAS,God Shammgod,0.328,0,0.767,7.3,3.1,0.4,1.8,-0.1,-0.049
46,ORL,Eric Washington,0.402,0.346,0.757,22.1,6.9,2.1,1,0.1,0.002
47,POR,Alvin Williams,0.421,0.313,0.76,27.4,9,2.5,4.1,21.7,0.082
48,WAS,Predrag Drobnjak,0.425,0.34,0.799,19.9,7.9,3.5,0.8,5.6,0.048
49,ATL,Alain Digbeu,,,,,,,,,
50,ATL,Chris Crawford,0.437,0.347,0.824,15.8,6.6,2.2,0.6,6.5,0.078
51,LAL,DeJuan Wheat,0.383,0.39,0.7,9.3,3.3,0.7,1.6,0.5,0.034
52,VAN,C.J. Bruton,,,,,,,,,
53,LAL,Paul Rogers,,,,,,,,,
54,SEA,Mark Blount,0.504,0.359,0.723,23.1,8.2,4.6,0.8,18.8,0.065
55,BOS,Ben Pepper,,,,,,,,,
56,UTA,Nate Erdmann,,,,,,,,,
57,CHI,Roberto Duenas,,,,,,,,, 
1,LAC,Michael Olowokandi,0.435,,0.597,26.3,8.3,6.8,0.7,2.5,0.009
2,VAN,Mike Bibby,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104
3,DEN,Raef LaFrentz,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13
4,TOR,Antawn Jamison,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112
5,GSW,Vince Carter,0.442,0.378,0.799,34.1,20.1,4.9,3.7,115.8,0.141
6,DAL,Robert Traylor,0.474,0.167,0.577,14.3,4.8,3.7,0.7,13.3,0.102
7,SAC,Jason Williams,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08
8,PHI,Larry Hughes,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069
9,MIL,Dirk Nowitzki,0.477,0.384,0.878,35.8,22.5,8.1,2.6,186.2,0.209
10,BOS,Paul Pierce,0.447,0.37,0.807,36,21.2,5.9,3.8,144.1,0.162
11,DET,Bonzi Wells,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093
12,ORL,Michael Doleac,0.439,0.125,0.791,15,4.9,3.3,0.6,12.7,0.07
13,ORL,Keon Clark,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11
14,HOU,Michael Dickerson,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061
15,ORL,Matt Harpring,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114
16,HOU,Bryce Drew,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03
17,MIN,Rasho Nesterovic,0.502,0.077,0.585,22.2,6.8,5.1,1,39.9,0.107
18,HOU,Mirsad Turkcan,0.368,0,0.625,5.3,1.9,1.9,0.3,0,-0.019
19,MIL,Pat Garrity,0.417,0.398,0.806,20,7.3,2.6,0.8,18.7,0.081
20,ATL,Roshown McLeod,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004
21,CHH,Ricky Davis,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28,0.061
22,LAC,Brian Skinner,0.494,0.333,0.566,17.9,4.7,4.7,0.5,15.8,0.07
23,DEN,Tyronn Lue,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075
24,SAS,Felipe Lopez,0.432,0.327,0.659,16.6,5.8,2.4,1,3.1,0.036
25,IND,Al Harrington,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073
26,LAL,Sam Jacobson,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071
27,SEA,Vladimir Stepania,0.425,0.133,0.536,13.8,4.1,4.4,0.3,5.2,0.067
28,CHI,Corey Benjamin,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019
29,UTA,Nazr Mohammed,0.487,0,0.64,16.1,5.9,4.8,0.4,34.2,0.104
30,DAL,Ansu Sesay,0.434,0.276,0.64,10.2,3.2,1.8,0.5,1.4,0.051
31,LAL,Ruben Patterson,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106
32,SEA,Rashard Lewis,0.452,0.386,0.805,32,14.9,5.2,1.7,90.9,0.13
33,SEA,Jelani McCoy,0.539,,0.49,14.7,4.6,3.5,0.5,5.1,0.064
34,CHI,Shammond Williams,0.401,0.366,0.798,16.5,5.8,1.6,2.4,8.8,0.079
35,DAL,Bruno Sundov,0.356,0.208,0.526,5.1,1.7,1,0.2,-0.7,-0.062
36,SAC,Jerome James,0.485,0,0.617,13.3,4.3,3.1,0.3,2.9,0.029
37,PHI,Casey Shaw,0.125,,,1.6,0.2,0.3,0,-0.1,-0.498
38,NYK,DeMarco Johnson,0.333,,,7.4,1.2,1.4,0,-0.1,-0.091
39,MIL,Rafer Alston,0.383,0.354,0.729,28.9,10.1,2.8,4.8,32.9,0.081
40,DET,Korleone Young,0.5,0.25,1,5,4.3,1.3,0.3,0.1,0.28
41,HOU,Cuttino Mobley,0.433,0.378,0.835,37,16,3.9,2.7,52.2,0.091
42,ORL,Miles Simon,0.2,0,,3.8,0.4,0.4,0,-0.1,-0.289
43,WAS,Jahidi White,0.51,0,0.534,17.7,5.9,5.8,0.2,10.4,0.085
44,NYK,Sean Marks,0.448,0.2,0.665,9.9,2.8,2.2,0.2,2.6,0.055
45,LAL,Toby Bailey,0.407,0.2,0.692,9.6,3.3,1.7,0.6,1,0.072
46,MIN,Andrae Patterson,0.455,0,0.778,7.6,3,1.7,0.4,0.7,0.114
47,TOR,Tyson Wheeler,1,1,0.5,3,4,0,2,0.1,1.367
48,CLE,Ryan Stack,0.352,0,0.787,9.2,2.3,1.8,0.2,0.2,0.028
49,ATL,Cory Carr,0.329,0.167,0.75,14.9,4.1,1.2,1.6,-1.2,-0.089
50,CHH,Andrew Betts,,,,,,,,,
51,MIA,Corey Brewer,,,,,,,,,
52,SAS,Derrick Dial,0.372,0.19,0.672,8.4,3.1,1.6,0.8,0.6,0.045
53,DAL,Greg Buckner,0.45,0.334,0.757,19.1,5,2.8,1.3,20.9,0.092
54,DEN,Tremaine Fowlkes,0.409,0.2,0.791,12,2.9,2.2,0.5,2.1,0.08
55,DEN,Ryan Bowen,0.456,0.206,0.693,12.8,2.6,2.1,0.5,12.4,0.092
56,VAN,J.R. Henderson,0.365,0.4,0.556,11,3.2,1.6,0.7,-0.2,-0.025
57,UTA,Torraye Braggs,0.475,,0.667,8.1,2.1,2.3,0.3,0.3,0.071
58,CHI,Maceo Baston,0.616,0.375,0.74,7.9,2.7,1.7,0.2,2.3,0.134
1,CHI,Elton Brand,0.501,0.105,0.736,34,16.6,8.8,2.1,108.7,0.153
2,VAN,Steve Francis,0.429,0.341,0.797,37.6,18.1,5.6,6,54.1,0.12
3,CHH,Baron Davis,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106
4,LAC,Lamar Odom,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77,0.115
5,TOR,Jonathan Bender,0.417,0.34,0.763,14.7,5.5,2.2,0.6,3.8,0.047
6,MIN,Wally Szczerbiak,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127
7,WAS,Richard Hamilton,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102
8,CLE,Andre Miller,0.459,0.217,0.808,32.4,13.3,3.9,6.9,98,0.122
9,PHO,Shawn Marion,0.485,0.333,0.811,35.2,15.7,8.9,1.9,123.3,0.151
10,ATL,Jason Terry,0.446,0.38,0.847,32.5,15.3,2.6,4.4,94.8,0.123
11,CLE,Trajan Langdon,0.416,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079
12,TOR,Aleksandar Radojevic,0.308,,0.625,10.1,1.7,2.4,0.5,-0.4,-0.13
13,SEA,Corey Maggette,0.453,0.324,0.822,28.2,16,4.9,2.1,62.2,0.128
14,MIN,William Avery,0.33,0.255,0.714,8.5,2.7,0.7,1.4,-0.9,-0.034
15,NYK,Frederic Weis,,,,,,,,,
16,CHI,Metta World Peace,0.417,0.341,0.716,33,13.8,4.7,2.8,61.2,0.096
17,ATL,Cal Bowdler,0.404,0.182,0.768,9.7,3,1.9,0.2,1.8,0.061
18,DEN,James Posey,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107
19,UTA,Quincy Lewis,0.397,0.333,0.71,11.7,3.6,1.3,0.6,0.8,0.02
20,ATL,Dion Glover,0.411,0.317,0.756,20.9,8.2,3.1,1.5,5.8,0.045
21,GSW,Jeff Foster,0.497,0.13,0.615,20.6,4.9,6.9,0.9,47.5,0.145
22,HOU,Kenny Thomas,0.465,0.244,0.699,27.4,9.3,6.9,1.5,31.2,0.086
23,LAL,Devean George,0.392,0.343,0.721,18.5,5.6,3.1,0.9,18.2,0.075
24,UTA,Andrei Kirilenko,0.474,0.31,0.754,30,11.8,5.5,2.7,75.4,0.151
25,MIA,Tim James,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0,-0.003
26,IND,Vonteego Cummings,0.383,0.321,0.726,19,6.9,1.9,2.7,2.2,0.028
27,ATL,Jumaine Jones,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074
28,UTA,Scott Padgett,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113
29,SAS,Leon Smith,0.393,,0.647,6.9,2.2,2.2,0.2,0.2,0.112
30,LAL,John Celestand,0.333,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038
31,LAC,Rico Hill,,,,,,,,,
32,CHI,Michael Ruffin,0.407,0,0.459,14.4,1.7,3.9,0.6,6.8,0.055
33,DEN,Chris Herren,0.336,0.328,0.692,14.4,3.2,1,2.4,0.5,0.025
34,NJN,Evan Eschmeyer,0.463,,0.621,14,2.8,3.9,0.5,4,0.09
35,WAS,Calvin Booth,0.451,0.222,0.748,12.2,3.3,2.8,0.4,8,0.086
36,DAL,Wang Zhizhi,0.417,0.385,0.735,9.2,4.4,1.7,0.3,2.1,0.078
37,VAN,Obinna Ekezie,0.423,0,0.72,10.6,3.6,2.7,0.2,1.7,0.054
38,ORL,Laron Profit,0.419,0.236,0.712,11.4,3.3,1.5,1.2,0.7,0.021
39,CLE,A.J. Bramlett,0.19,,,7.6,1,2.8,0,-0.2,-0.129
40,DAL,Gordan Giricek,0.442,0.368,0.823,23,9.6,2.5,1.5,8,0.044
41,DEN,Francisco Elson,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078
42,MIN,Louis Bullock,,,,,,,,,
43,CHH,Lee Nailon,0.474,0.111,0.786,19,8.6,3.1,1,8,0.066
44,HOU,Tyrone Washington,,,,,,,,,
45,SAC,Ryan Robertson,0.333,0,1,25,5,0,0,0,-0.022
46,NYK,J.R. Koch,,,,,,,,,
47,PHI,Todd MacCulloch,0.541,,0.642,15.4,6.1,4,0.5,11.9,0.166
48,MIL,Galen Young,,,,,,,,,
49,CHI,Lari Ketner,0.406,,0.667,5.6,1.4,1.4,0.1,0,-0.015
50,HOU,Venson Hamilton,,,,,,,,,
51,VAN,Antwain Smith,,,,,,,,,
52,POR,Roberto Bergersen,,,,,,,,,
53,MIA,Rodney Buford,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033
54,DET,Melvin Levett,,,,,,,,,
55,BOS,Kris Clack,,,,,,,,,
56,GSW,Tim Young,0.333,,0.778,5.5,2.2,1.4,0.2,0.2,0.058
57,SAS,Manu Ginobili,0.451,0.37,0.833,27.1,14.7,3.8,4,94.2,0.208
58,UTA,Eddie Lucas,,,,,,,,, 
1,NJN,Kenyon Martin,0.483,0.234,0.629,30.9,12.5,6.9,1.9,47.8,0.1
